10000 2147483648
68 28 6906155
68 19 7649795
68 35 4154728
68 13 3820907
68 24 6793456
68 13 7469308
68 20 6137723
68 29 441596
68 26 8185522
68 19 1883194
69 40 7960814
69 50 3978317
69 27 5646284
69 44 7219013
69 27 5610440
69 11 6554820
69 39 3521671
69 41 2485910
69 28 3791133
69 11 4450241
69 29 4435579
69 43 217675
69 37 1036098
70 21 3276978
70 10 2737509
70 27 3787219
70 48 2904246
70 17 5124176
70 34 5141326
70 11 2890044
70 13 4678496
70 46 2138810
70 33 3532808
70 39 5448894
70 20 6775934
70 35 7532932
70 38 8054044
70 40 6463913
70 16 1394348
70 22 7104431
70 15 5781030
70 19 7207289
70 23 7970798
70 44 6231590
70 20 1728557
70 47 7702531
70 15 2707462
70 34 3643474
70 27 1196232
70 40 643459
70 38 4682031
70 19 3866232
70 19 7043333
71 21 5526940
71 50 3951647
71 38 2766175
71 31 4410849
71 10 5614529
71 20 6359703
71 50 1987727
71 25 1013066
71 36 3615748
71 33 6930467
71 44 4706028
71 31 2692703
71 42 5112292
71 45 1241919
71 39 3442586
71 36 6651771
71 24 7310216
71 23 594555
71 33 1442560
71 33 2562540
71 19 6193916
72 15 6598933
72 21 4677554
72 16 7027882
72 35 729093
72 30 5774593
72 41 3026643
72 42 2440553
72 12 813165
72 39 5762708
72 12 2147250
72 36 1879296
72 21 4359847
72 18 5892969
72 46 913667
72 15 3177960
72 28 1939434
72 14 3341520
72 39 2736039
72 45 7842538
72 44 5106321
72 31 3182557
72 14 2204983
72 45 2902421
72 47 2556450
72 50 7375679
72 11 3862465
72 27 2685009
72 13 4888015
72 50 5183846
72 12 2036560
72 46 361855
73 18 455460
73 31 199824
73 30 1673289
73 32 6937062
73 39 3377528
73 44 3581144
73 21 5418785
73 26 2178704
73 37 1625914
73 15 801608
73 14 866592
73 30 4004434
73 31 4473963
73 33 5747500
73 37 1149906
73 18 4767833
73 15 840913
73 46 4115975
73 11 3950165
73 24 4250320
73 39 1837461
73 14 234126
73 11 4041538
74 24 234376
74 35 4237107
74 26 1311397
74 19 523934
74 26 2072996
74 30 6772184
74 45 6044565
74 44 8136245
74 31 6697426
74 25 5254020
74 19 4325582
74 49 1842292
74 18 2157812
74 48 3646486
74 24 3977530
74 36 3398584
74 13 3941453
74 28 3089684
74 32 5220242
74 49 2291565
74 11 6385486
74 47 6777514
74 33 5762566
74 24 4908023
74 45 4137554
75 21 1370870
75 22 6396139
75 19 4719089
75 14 6512612
75 46 2053377
75 22 5900590
75 43 1736738
75 44 7782102
75 11 6206029
75 20 6330992
75 13 5475340
75 44 4443695
75 33 7463923
75 28 4530185
75 13 2940016
75 40 6299764
75 18 6054910
75 34 2695357
75 25 952075
75 47 3024970
75 44 6865767
75 23 2604918
75 22 7615544
75 13 5873423
75 33 971141
75 47 936611
75 38 2677245
76 13 6796712
76 18 1821864
76 27 7661511
76 20 369845
76 25 3785801
76 46 2636964
76 36 3574042
76 10 209300
76 36 6708847
76 50 5964060
76 46 1700809
76 39 7541177
76 44 3262714
76 50 3221334
76 48 1532507
76 14 4677825
76 38 1931034
76 19 2550659
76 23 1758824
76 49 4289796
76 35 1547276
76 43 1248867
76 42 5141007
76 10 6726186
77 29 5840606
77 24 4850287
77 37 132224
77 11 6753636
77 50 2166011
77 42 2656183
77 19 3909538
77 35 3963971
77 46 5693774
77 10 4159994
77 41 1830879
77 36 1410428
77 22 6812729
77 19 1416519
77 37 7405143
77 46 6530164
77 16 6308977
77 14 3046171
77 12 5523800
77 34 5582439
77 48 2130590
77 44 4672821
77 38 4152198
77 16 5062278
77 25 1654264
77 27 1769260
77 18 647815
77 40 1854917
77 41 2875128
77 25 6942019
77 33 2756871
77 10 1666681
77 32 1514408
77 41 6307859
77 45 2645079
78 25 2613470
78 13 4071733
78 40 4833921
78 15 5858564
78 37 4073022
78 37 2751859
78 48 1785745
78 30 4165957
78 16 2447516
78 29 5113662
78 15 7696525
78 15 7002914
78 36 618233
78 18 7275991
78 31 7868826
78 32 2895717
78 44 8147751
78 17 3579232
78 42 8017747
78 48 2294801
79 22 4132240
79 32 6470335
79 12 1444462
79 20 2070962
79 38 7144820
79 32 3068897
79 40 5814699
79 45 5138542
79 48 5003004
79 19 1168282
79 34 1337739
79 30 6104958
79 40 5949704
79 10 2187716
79 16 6388680
79 49 5485554
79 50 5944756
79 38 441346
79 48 6211241
79 48 6064576
79 19 996387
79 31 3885796
79 45 2777076
79 38 5924415
79 44 1369286
79 14 2494884
79 20 1848756
79 27 3507657
79 25 6393513
79 31 4648559
79 25 4713709
79 20 4307550
79 37 8130085
80 43 7262326
80 35 6773994
80 35 2086841
80 48 1232602
80 20 680412
80 45 3764813
80 11 2299710
80 29 1757739
80 11 3616393
80 17 3080092
80 19 3537063
80 25 7500416
80 47 7129819
80 45 7957339
80 28 2678909
80 40 2670004
80 38 8051205
80 22 1135714
80 39 6502199
80 38 4529759
80 26 3709808
80 17 4732689
80 15 6477326
80 39 2730156
80 31 1349489
81 11 7032134
81 31 2115575
81 42 1886989
81 23 6337831
81 28 259890
81 27 3551287
81 16 6645026
81 27 7796271
81 29 3319699
81 28 2531771
81 14 1329040
81 26 7499523
81 28 6702962
81 13 4234713
81 22 6122401
81 46 4451302
81 45 7564785
81 49 705248
81 10 252614
81 15 3414719
81 47 8214160
81 28 5724917
81 11 6177082
81 48 4856260
81 14 5155298
81 31 4744405
81 39 3429964
81 22 7751209
82 22 7209542
82 17 8209387
82 47 7540475
82 38 5690823
82 12 7666856
82 32 3558137
82 39 1132172
82 35 5077742
82 19 2442385
82 33 686593
82 42 7179096
82 13 6975639
82 15 7469270
82 43 2303978
82 45 2098599
82 41 987517
82 45 5938181
82 23 7172480
82 25 5364708
82 22 5964546
82 21 6339504
82 16 7511234
82 22 4687406
82 41 7652793
82 48 1104029
82 45 1613359
82 48 1940018
83 10 4988323
83 25 2336297
83 36 3947438
83 49 949599
83 36 7275367
83 12 1090826
83 31 5538964
83 48 2647367
83 38 7226725
83 16 3159733
83 50 935942
83 13 6645253
83 13 3494759
83 17 6580133
83 22 4304102
83 47 412817
83 27 415214
83 35 6184111
83 11 7441985
83 46 5031421
83 23 5294603
83 23 2107391
83 40 7545262
83 24 4496597
83 14 6336436
83 18 7651712
83 48 863552
83 47 2186459
83 48 327073
83 45 202404
83 28 6591153
84 17 4108236
84 26 3872734
84 15 1680726
84 25 6630237
84 27 3368473
84 45 5533675
84 10 1148652
84 38 3333951
84 33 8170203
84 40 6235093
84 44 7294482
84 29 6916046
84 33 2885417
84 37 4743649
84 17 5254406
84 14 2391814
84 21 4870007
84 18 2477593
84 30 6196124
84 49 7263304
85 12 908634
85 16 5279596
85 39 4174027
85 44 7592896
85 14 1285437
85 28 1778524
85 23 6619832
85 14 6405615
85 16 3202395
85 33 7624967
85 25 5915320
85 17 3602942
85 50 4417646
85 12 231236
85 23 8105271
85 44 4970291
85 30 3783776
85 40 7037759
85 22 6936830
85 44 1494898
85 31 1250589
85 10 1129719
85 36 7871331
85 11 4417238
85 29 6785400
85 19 359237
85 15 7503457
85 47 8194668
86 17 3578927
86 18 7966396
86 15 254367
86 18 7855261
86 19 3308839
86 22 7609613
86 28 4994776
86 42 1827191
86 41 7394598
86 13 1302061
86 20 8131133
86 35 6868596
86 33 1527118
86 34 6800794
86 10 1185705
86 10 4510368
86 37 1148030
86 33 5907621
86 44 5441138
86 37 1061843
86 34 6220391
86 35 6224381
86 29 368564
86 50 4600966
87 22 3850710
87 50 4484037
87 47 6197250
87 26 4187261
87 32 4980011
87 29 2506359
87 19 7930537
87 12 7375775
87 16 7113560
87 49 6707230
87 38 5126240
87 35 5544588
87 22 7503374
87 48 3807180
87 47 2966662
87 25 4762744
87 29 1305064
87 12 6832460
87 19 1119124
87 35 6745090
87 49 5719909
87 23 1551366
87 31 6263201
87 23 6179911
88 37 6697611
88 38 4628513
88 30 1445085
88 34 2277736
88 31 6812976
88 38 412190
88 32 5786110
88 22 5286798
88 43 4459904
88 18 7591424
88 37 3334681
88 22 7416674
88 38 4867755
88 46 7995208
88 27 8027234
88 12 2728349
88 15 832215
88 31 2156423
88 44 2306475
88 21 7405646
88 46 4417129
88 40 1165947
88 50 7772734
88 50 207526
89 27 3283166
89 33 2036200
89 48 7314391
89 12 3338257
89 41 5993656
89 23 3541413
89 29 1598037
89 32 693274
89 33 1255064
89 16 1367160
89 21 962349
89 31 2428302
89 28 7026313
89 47 6243324
89 45 2416732
89 42 6734187
89 30 342590
89 13 574925
89 21 8065276
89 29 5420492
89 41 282401
89 12 1440922
89 39 1270835
89 38 737827
89 29 5618914
90 30 3261635
90 22 6307117
90 13 2411882
90 34 5810434
90 45 6471075
90 31 2619997
90 40 8179249
90 42 1077973
90 35 3305251
90 29 4373260
90 36 7079319
90 20 2140620
90 25 6390158
90 36 6763784
90 29 6459004
90 44 6733925
90 37 2900000
90 50 6636625
90 44 5351328
90 11 6907055
90 32 3746513
90 34 425526
90 22 4240751
90 15 2401931
90 15 8195550
90 50 7373933
90 22 1550157
90 50 3859620
91 14 3609210
91 19 937549
91 22 2689494
91 20 7741582
91 19 2905878
91 41 1540260
91 32 6082230
91 35 807947
91 34 7774374
91 45 3681973
91 18 1916509
91 33 6404276
91 35 7859055
91 21 6600363
91 19 5819877
91 44 570789
91 38 5297490
91 31 2099958
91 49 6129383
91 11 3446602
91 33 2168434
91 18 1393363
91 45 1073760
91 39 7085877
91 30 3226443
92 29 8134915
92 39 7363045
92 31 7304573
92 23 1552266
92 41 6982918
92 35 1193128
92 42 3234497
92 13 180849
92 50 6057647
92 44 4088605
92 23 5424635
92 31 1824670
92 22 6713949
92 41 5480421
92 25 5475132
92 27 2941555
92 10 2503092
92 10 3988686
92 15 6522478
92 36 7379269
92 46 598430
92 49 2383829
92 48 2380609
93 13 2672342
93 35 453377
93 49 5524873
93 30 3843756
93 39 867494
93 16 7210482
93 42 7161052
93 12 6727068
93 45 2799067
93 47 5732166
93 17 3947181
93 28 2372005
93 47 4688560
93 29 1499555
93 38 7487644
93 19 1499633
93 47 8040080
93 13 3760505
93 36 6994361
93 20 5433105
93 16 6887988
93 22 4083964
93 24 379332
93 17 639137
93 18 6091865
93 13 8079960
93 41 7048972
93 27 935468
93 26 6833550
94 20 4073024
94 49 185200
94 50 4690128
94 14 1723352
94 35 5656956
94 13 5837391
94 10 7889759
94 23 1789978
94 22 5931363
94 41 5691580
94 25 281079
94 16 3510547
94 22 5154282
94 25 5278590
94 34 5140034
94 19 1097926
94 37 7150328
94 35 2425611
94 20 2596179
94 21 6430990
94 24 1479509
94 49 194007
94 27 4409511
94 17 4910332
95 36 5630575
95 20 5628942
95 22 6542136
95 41 7783284
95 14 263247
95 14 1207197
95 12 5418411
95 21 2198004
95 36 3618217
95 26 1199023
95 47 7041549
95 31 5813840
95 19 549567
95 35 7704091
95 41 6112188
95 35 1220195
95 36 2540085
95 11 4356036
95 47 4426577
95 15 7278477
95 16 7208953
95 49 5299128
96 21 650198
96 26 3553841
96 43 2373687
96 49 3225796
96 11 2940901
96 27 6923727
96 31 1939536
96 17 4582768
96 32 2103793
96 49 3226157
96 12 6740199
96 16 4365204
96 35 6310774
96 26 1124261
96 31 5906346
96 21 3437543
96 49 869086
96 44 2969937
96 22 3279086
96 48 4415365
96 22 5432436
97 14 2916488
97 19 1711145
97 41 5355497
97 19 7655990
97 27 923018
97 28 5608526
97 15 216891
97 47 1297386
97 12 6978901
97 10 271475
97 28 1540687
97 36 552482
97 25 4591152
97 40 5669416
97 17 1037185
97 25 4732944
97 41 725148
97 22 6069722
97 23 1976067
97 48 6833841
98 32 1136499
98 50 2796209
98 10 1498447
98 25 2944279
98 11 608272
98 40 5904351
98 36 2863197
98 50 6033160
98 49 6456711
98 30 1437735
98 47 6408751
98 27 1927130
98 18 8029018
98 27 2271823
98 41 746647
98 26 3259500
98 47 3700712
98 15 451816
98 18 2353998
98 39 6477008
98 36 7254682
98 48 6750199
98 42 2403875
98 31 4628470
98 47 2748671
98 25 1215656
98 20 2668929
98 20 6066805
98 15 1563943
99 33 7336289
99 49 6495468
99 26 3571429
99 30 2592055
99 24 1697616
99 26 6193723
99 17 6416300
99 47 1228089
99 45 6559108
99 13 1158878
99 39 3807770
99 22 4878724
99 11 299964
99 17 3967180
99 17 5426300
99 38 669062
99 43 7564550
99 21 7826447
99 50 6989486
99 18 6942686
99 43 3013029
99 34 1335083
100 45 7880396
100 22 2458679
100 20 1497153
100 50 4557947
100 27 319948
100 13 1472882
100 40 2591417
100 22 6986701
100 11 4551011
100 47 2755244
100 44 1484631
100 44 7963635
100 19 3180635
100 37 6882448
100 14 7045041
100 26 6958030
100 35 334886
100 22 6428528
100 29 6444417
100 50 6351578
100 31 1861574
101 13 5860465
101 38 5757628
101 42 4332418
101 27 5087323
101 28 4266212
101 38 6195110
101 32 6420593
101 40 3588111
101 42 3021945
101 33 1645601
101 12 2522929
101 32 6608172
101 27 165872
101 28 5191321
101 19 7876576
101 16 6804351
101 13 7253554
101 37 7715998
101 49 6317783
101 47 918739
101 49 1436141
102 50 971725
102 28 4109721
102 48 5162092
102 29 5231953
102 22 3043895
102 15 1170782
102 38 784069
102 15 2537357
102 13 2310856
102 17 8153161
102 46 1477330
102 35 4484740
102 13 7294029
102 48 7076008
102 13 5516985
102 50 2768142
102 33 6206798
102 10 4931923
102 43 1235129
102 22 5696955
102 26 5661244
102 32 285713
102 19 7387857
102 18 555089
102 44 2485559
102 33 4956359
102 19 5898296
103 43 312190
103 31 1627738
103 41 3688771
103 28 6935591
103 16 1821465
103 18 5180636
103 28 6319010
103 34 2160850
103 46 6263308
103 11 4809592
103 33 4604154
103 15 7904015
103 30 2039778
103 36 6206576
103 22 6930147
103 30 3501158
103 18 4667913
103 23 265016
104 48 6229625
104 41 4610612
104 44 4609395
104 35 5595638
104 18 2035900
104 33 6438927
104 31 1751317
104 36 1708777
104 22 7777527
104 26 1245251
104 12 4440052
104 32 953849
104 15 3918536
104 48 4367927
104 16 4640529
104 34 2280112
104 33 3964202
104 26 7530384
104 14 1819932
104 15 7565677
104 16 7012379
104 39 4667900
104 43 6042456
104 10 4480103
105 14 5146218
105 41 1700302
105 15 3207600
105 39 5517720
105 23 3187389
105 30 947335
105 31 1741635
105 23 7276897
105 26 6109925
105 10 427576
105 26 4222786
105 32 4578472
105 34 5640719
105 36 5535231
105 30 1680932
105 10 1898471
105 48 2982105
105 28 534131
105 30 1998660
105 50 4224354
105 21 7084083
105 32 4735254
105 21 5176842
105 27 7506777
105 49 4920589
105 33 7685043
105 44 7484773
105 30 1066011
105 38 7824739
105 36 1407627
105 25 5069647
105 42 3801667
106 32 1075263
106 34 7496073
106 31 7180903
106 41 3112104
106 41 2762016
106 45 7533213
106 27 5886976
106 20 6498048
106 26 3715402
106 31 5479946
106 35 3257474
106 22 3063998
106 21 5231592
106 26 5521530
106 42 7055891
106 13 1857441
106 41 5434215
106 36 5245164
106 38 2760456
106 44 761738
106 26 4257220
106 35 3417175
106 33 4692955
106 25 3921759
106 39 5945772
106 11 7903119
106 25 8169102
106 19 6558216
106 27 2950730
107 41 4857566
107 20 3469523
107 32 4535008
107 10 6112290
107 48 7439681
107 12 683457
107 35 5260454
107 12 6989852
107 50 433174
107 41 2964843
107 43 5981069
107 36 2653404
107 30 6796537
107 50 7618862
107 36 4346588
107 40 2631454
107 34 2711478
107 41 777634
107 14 1702635
107 15 3132385
107 37 5360609
107 40 2473935
107 15 273383
107 30 3147489
107 35 6804740
107 19 7359503
107 49 5271200
108 47 1045661
108 35 7690032
108 22 8068752
108 24 386666
108 31 5414316
108 21 1114443
108 16 7252410
108 50 5784493
108 30 1180294
108 36 5698227
108 29 304038
108 32 6841588
108 36 435581
108 30 7109577
108 39 1708011
108 25 7391640
108 18 5178155
108 47 2639925
108 19 686238
108 13 4569015
108 49 3420473
108 40 5844986
108 48 916482
108 11 7217353
108 45 8146201
108 46 5974284
108 17 5423897
108 22 4420247
109 27 1655675
109 18 2494358
109 43 3055579
109 28 878108
109 14 5994861
109 38 1203200
109 29 5559679
109 21 4488807
109 44 4733076
109 17 3138208
109 28 145057
109 43 7655446
109 13 3905310
109 44 8029036
109 21 2980641
109 10 8213317
109 25 7606128
109 22 4610329
109 13 7302229
109 40 674806
109 21 4877516
109 11 6482985
109 22 2892461
109 28 6574409
109 48 3944814
109 28 2383912
109 13 3030084
109 46 966563
109 24 1231452
109 18 5496683
109 41 5290262
110 34 1328943
110 15 7684031
110 50 2666972
110 29 6659148
110 46 1171629
110 14 4008137
110 37 7492511
110 26 4264217
110 36 3426289
110 10 7641729
110 38 1285849
110 23 6582032
110 20 7932068
110 20 3466094
110 19 3536733
110 28 3995253
110 29 8171010
110 35 5940740
110 16 1539224
110 20 1935372
110 14 6426022
111 30 7739190
111 41 7025437
111 36 5650767
111 21 5389969
111 46 7140525
111 13 6062194
111 12 529276
111 46 5651216
111 43 7891266
111 29 1852020
111 35 6911446
111 13 4279485
111 13 2415270
111 31 7913966
111 13 233917
111 30 7046556
111 17 3509248
111 45 1801147
111 26 6016296
111 15 860733
111 27 6774092
111 42 6852078
111 20 2422181
111 29 6817514
111 20 5693538
111 42 6351934
111 14 1729597
111 20 1057611
111 49 2868651
111 16 368083
111 27 5620849
112 17 2169463
112 13 7624647
112 47 3197733
112 28 2237997
112 43 1845414
112 18 522161
112 16 3835072
112 20 4149072
112 49 2833358
112 23 5279381
112 10 2667373
112 42 2772600
112 47 1055570
112 27 3656810
112 30 3740934
112 23 7571251
112 27 8046697
112 49 4515974
112 11 7560524
112 41 5946054
112 35 3351512
112 10 2497739
112 14 614872
112 29 1435058
112 43 1889915
112 35 7087213
112 43 7952288
112 47 1934807
113 37 866455
113 30 1267222
113 17 7560650
113 46 2139880
113 12 1260646
113 30 7837404
113 45 4298604
113 30 5636855
113 24 7425818
113 46 2517448
113 17 6062946
113 13 4199637
113 35 1284645
113 21 6828783
113 36 4280628
113 21 6573399
113 39 604702
113 12 1698565
113 45 1881676
113 44 6536995
113 45 1588404
113 33 7289371
113 50 5794035
113 14 2639530
113 46 7322519
113 12 6044988
114 38 4096258
114 30 2826864
114 47 8032903
114 28 1408920
114 29 1019441
114 26 7447546
114 31 845370
114 20 1662868
114 37 2129202
114 34 3572323
114 10 327823
114 43 2270424
114 37 4270783
114 24 609804
114 50 6389484
114 38 6583949
114 46 3829730
114 36 5764850
114 34 5257558
114 28 7324315
114 22 7548334
114 35 3926832
114 42 4997510
114 39 4494478
114 16 1013325
114 25 6608689
114 43 3852725
114 26 1580985
114 12 2382371
115 22 6336418
115 30 4754253
115 29 3626304
115 40 1479732
115 29 6694998
115 23 2297108
115 22 5779067
115 26 650222
115 18 2737767
115 11 770632
115 30 4242379
115 17 7067105
115 44 3837513
115 36 5507376
115 41 4179370
115 17 794260
115 48 7454014
115 37 6658619
115 37 937951
115 24 1028491
115 29 1443336
116 18 4640475
116 42 5684416
116 47 5827125
116 30 3512966
116 39 3344748
116 33 1610573
116 30 3798848
116 39 5006549
116 22 5554399
116 20 1652070
116 12 6536187
116 45 4774200
116 17 352321
116 35 2482323
116 15 3775681
116 35 5862273
116 30 1701649
116 48 6911316
116 24 2474265
116 13 2769941
116 21 5556932
116 33 8089939
116 35 320812
116 46 6562537
116 43 7812842
116 25 4722497
116 31 429958
116 40 2228452
117 13 1170331
117 35 739341
117 31 8040233
117 37 1036327
117 45 7013014
117 22 3657163
117 45 4083836
117 10 2184948
117 20 2489820
117 22 1991393
117 33 6499870
117 32 3168769
117 17 6279621
117 40 5547640
117 12 1729027
117 12 5761910
117 29 4572528
117 28 3760683
117 46 5582044
117 31 1138441
117 40 6803001
117 49 4139185
117 44 7076315
117 23 4495529
117 49 7556195
117 21 2225652
117 43 5975823
117 22 671594
118 27 817017
118 19 757298
118 39 4359995
118 21 4809639
118 16 6924173
118 34 1087397
118 48 1844104
118 34 7361106
118 28 3682407
118 49 5948437
118 22 3448300
118 28 1009765
118 31 1407284
118 13 1466519
118 27 1509037
118 19 2466636
118 40 5523793
118 31 332523
118 39 6941692
118 29 4635086
118 16 6662470
118 24 1148886
118 24 450534
118 27 4649433
118 21 5083084
118 50 6965186
118 29 4610026
118 34 2776048
118 18 657081
118 45 6642738
119 33 6209775
119 25 4936502
119 29 5031680
119 14 5260073
119 23 3266363
119 17 6734779
119 48 7813507
119 37 2845190
119 35 5819231
119 43 193750
119 43 1817011
119 44 6396097
119 23 3752402
119 29 4654426
119 35 846967
119 37 5481130
119 43 1548792
119 29 628750
119 20 7002343
119 30 830638
119 21 6100667
119 23 5094963
120 48 7145070
120 18 3697082
120 15 1617841
120 45 2189903
120 30 4466715
120 18 190075
120 48 5029174
120 13 1987889
120 20 6972771
120 13 6098998
120 36 6207566
120 44 340847
120 18 3528836
120 20 7199423
120 22 6791194
120 47 7015554
120 29 6472703
120 47 5290693
120 33 8186345
120 30 803485
120 42 3851852
120 45 7211950
120 27 3381195
120 21 6806605
120 39 5679689
120 45 3437982
120 37 5922042
120 21 5898785
121 20 5221847
121 37 5870859
121 40 6363436
121 24 4414981
121 34 1516898
121 50 4897481
121 47 7914947
121 26 2599260
121 49 6157519
121 41 2621045
121 18 1062392
121 14 4962515
121 21 5986973
121 18 6732034
121 32 4535536
121 45 494599
121 20 3222127
121 48 6671097
121 16 2397437
121 39 4935125
121 41 6729885
121 15 6058826
121 14 1293994
121 31 4235837
121 21 5186853
121 16 5180849
121 40 3476656
121 44 6269062
121 11 1686527
121 10 7990704
122 29 3425681
122 38 2087001
122 34 359778
122 40 6034351
122 31 7301412
122 25 3989249
122 20 678439
122 18 5785265
122 17 592254
122 41 7411866
122 32 5523258
122 44 5035175
122 19 7681723
122 37 6005062
122 28 3376993
122 43 1305969
122 40 618031
122 33 2598817
122 26 7081150
122 38 3786893
122 26 2544815
122 32 3360392
122 43 4246669
122 36 4905481
122 38 1359949
123 46 5456713
123 14 7102049
123 48 4166000
123 11 8178115
123 15 3221416
123 45 6845919
123 29 2940620
123 11 2043176
123 17 4940001
123 26 2254257
123 48 5264225
123 16 7266181
123 30 5842077
123 27 7584358
123 30 4535421
123 29 7670524
123 38 3533646
123 12 4513347
123 20 4493646
123 42 2129285
123 49 7161294
123 43 6686778
123 44 7581964
123 43 7181891
123 25 3732213
123 46 3141334
123 39 726111
124 30 5753306
124 45 7706043
124 25 3768003
124 21 502849
124 46 2812883
124 45 915358
124 17 4366250
124 34 6804162
124 39 8110361
124 15 2390213
124 38 2703444
124 36 8116443
124 44 7648294
124 37 7547092
124 44 3902088
124 33 7781316
124 28 6318264
124 38 7960868
124 47 1419803
124 49 4144178
124 14 3696745
124 37 2058927
124 48 418523
125 40 1890579
125 16 3754747
125 24 1575155
125 30 4973641
125 22 5677786
125 37 2156937
125 23 873278
125 27 4746980
125 48 2130140
125 40 1488004
125 29 7657651
125 32 7831083
125 49 2301424
125 30 4891657
125 24 3565972
125 31 2904272
125 50 7004033
125 12 2587459
125 18 2903497
125 25 3207380
125 28 3045181
125 27 3000905
125 25 3071921
125 25 6596637
125 45 6965131
125 23 5041215
125 44 6897047
126 14 786515
126 40 483147
126 35 2212082
126 19 652337
126 34 2570379
126 47 326759
126 22 896408
126 15 567458
126 29 6037494
126 19 6827023
126 16 7112192
126 21 646686
126 32 5671912
126 11 6095393
126 13 4414808
126 11 5929571
126 33 2479019
126 13 3035829
126 48 3864616
126 22 2829354
126 28 1008312
127 10 5671913
127 35 6068062
127 14 6925956
127 40 7084938
127 41 7239263
127 47 6444277
127 43 7711505
127 16 2488936
127 21 7029089
127 18 3354513
127 39 7811237
127 47 2728503
127 28 3921942
127 45 7423488
127 10 1239949
127 14 7998492
127 18 3397624
127 36 5336248
127 47 5262014
127 48 3802650
127 20 2899214
127 36 3782013
127 32 246409
127 37 5217088
127 41 6740179
128 15 7732070
128 36 8059055
128 18 7523383
128 45 955491
128 14 910266
128 33 3348190
128 46 1786117
128 31 5162457
128 35 5377316
128 44 3917118
128 11 2706320
128 19 508909
128 49 7497981
128 37 871879
128 26 6609120
128 17 1267666
128 50 6961917
128 41 8253182
128 28 1035030
129 44 2527176
129 13 2933113
129 49 6222566
129 33 2881119
129 20 2068629
129 46 3791097
129 31 4555870
129 26 7467733
129 43 2110147
129 20 3015981
129 14 4807943
129 14 6914311
129 50 569047
129 14 625393
129 50 667308
129 38 4721703
129 11 4801081
129 42 5856747
129 28 1483147
129 37 1808370
129 19 210280
129 37 1120619
129 17 1809954
129 15 5919564
130 20 505397
130 39 5987964
130 29 8112000
130 26 2816792
130 11 4984195
130 46 5841506
130 39 6929163
130 30 2689776
130 49 2272049
130 48 3763654
130 42 3016148
130 43 6207013
130 19 4467057
130 41 5591153
130 18 1179931
130 13 3739283
130 35 2530325
130 42 314106
130 21 7734237
130 50 5126354
130 21 2456657
130 10 567672
130 35 3038870
130 38 4342218
130 50 5751291
130 17 7630011
131 43 1418244
131 17 7570074
131 18 6713866
131 21 5957492
131 21 3680624
131 28 7445747
131 19 238305
131 35 2042534
131 37 4114188
131 40 6987310
131 42 3912437
131 27 5145919
131 49 6779546
131 13 6982516
131 50 6821759
131 26 6865112
131 10 2851943
131 49 472390
131 34 801573
131 11 2893262
131 30 4343495
131 25 461369
131 45 257653
131 40 2608206
132 22 3666614
132 46 8188266
132 14 4487917
132 17 2575295
132 36 4672791
132 13 6602130
132 10 2952714
132 18 2139982
132 45 2072429
132 14 4213531
132 49 5348350
132 22 4864532
132 49 5249833
132 18 1180592
132 38 376235
132 14 1832929
132 21 897794
132 21 2370527
132 10 1029592
132 27 7974900
132 34 4711952
132 32 5206402
132 49 2827216
132 21 308876
132 26 3944836
132 40 3186954
132 37 5676332
133 15 1061456
133 29 3925203
133 13 5005511
133 45 735954
133 37 4207868
133 38 1381469
133 45 3814804
133 22 2006118
133 23 3721911
133 29 3012405
133 40 4337697
133 21 2982464
133 24 5336374
133 39 6973366
133 12 4109284
133 50 2677165
133 47 483209
133 48 5422850
133 40 1187708
133 50 5939512
133 35 6577796
134 45 3809068
134 47 5821692
134 36 8073497
134 16 4918329
134 47 756664
134 43 2148600
134 48 1280648
134 41 7010947
134 38 7123769
134 17 2714498
134 20 891503
134 28 1844554
134 12 6355189
134 10 4984707
134 24 2215763
134 10 4925712
134 38 5420089
134 24 7581031
134 23 5059229
134 15 1231465
134 49 4015419
135 48 2420182
135 33 3048091
135 28 3833155
135 32 3880114
135 23 1325040
135 29 1085921
135 38 6061699
135 30 1385412
135 47 7744685
135 18 1848027
135 36 7733163
135 13 4456722
135 17 1579172
135 40 1936527
135 35 1522601
135 43 270579
135 23 6439705
135 38 7463462
135 11 2094489
135 32 2880659
135 38 5403163
135 49 5451497
135 28 790270
135 28 4333077
136 41 3379751
136 36 3085874
136 50 1347921
136 16 1043014
136 18 5844462
136 46 8078118
136 32 6974625
136 40 6109407
136 30 411673
136 32 5054761
136 20 1753021
136 26 3529851
136 47 4728832
136 12 7604362
136 11 2891713
136 35 5354898
136 27 950194
136 15 5778614
136 33 5584779
136 48 2839586
136 29 1970073
136 39 2485969
136 42 1766735
137 35 8165379
137 42 6313611
137 38 2425114
137 23 5862785
137 50 5039483
137 34 4892388
137 49 2876267
137 50 7287870
137 37 8044487
137 11 5062111
137 45 4790363
137 45 1360279
137 12 6601448
137 29 377619
137 27 625144
137 16 5040995
137 41 6799855
137 43 4481511
137 11 5231829
137 21 2403551
137 14 7886452
137 31 6970394
137 23 7172068
137 19 7118095
137 15 2572804
137 34 8177863
138 48 5845600
138 26 2133372
138 31 2770385
138 20 6387488
138 11 3920911
138 40 1605565
138 28 2402323
138 39 744395
138 36 544275
138 27 8033226
138 40 7777635
138 19 5538284
138 10 3025532
138 35 1375828
138 27 1551663
138 11 3523273
138 49 7994784
138 19 3675369
